name,longitude,latitude
CARCAMO SONIA I,-73.579634614,40.654624257
ZUDY 59 CORP,-73.976127484,40.687196977
UNITED DELI INC,-78.826664026,42.926808271
EL NOPALITO DELI CORP,-73.879486152,40.741674612
MEDINA DELI GROCERY INC,-73.909223552,40.84938936
WALGREEN EASTERN CO INC,-73.715655484,40.745586404
MIRANDA SERVICES INC,-78.454697541,42.344306611
QLZU INC,-77.225432767,43.063236486
R & Y PROVISION LLC,-73.912397276,40.644214033
PITKIN SUPER DEALS INC,-73.914751585,40.668972582
BACKYARD FARM INC,-73.863345875,40.728826411
BLAK SERVICE STATION INC,-73.907052304,40.654234933
74 FAMILIA DELI & GROCERY CORP,-73.928391791,40.860431721
BAY RIDGE AVENUE DELI&GRCY CORP,-74.031494313,40.637540361
1153 GOURMET MARKET CORP,-73.928331525,40.693223314
VAVA PHARMACY INC,-73.963787814,40.633891719
BEST FOOD MINI MARKET 2 CORP,-73.895225019,40.667676782
AZAAN AND MOEEZ FOOD MART INC,-74.058692164,41.107878117
PROFESSIONAL CHOCOLATE SOLUTIONS,-74.359280204,41.256019162
THOMAS O MILLER&CO INC,-73.962662627,41.615665379
ONEILLS ORCHARD INC,-76.177957194,42.903705044
SONBYRNE SALES INC,-76.189939468,42.600942092
FATMA INC,-74.281300173,41.355639129
836 CONVENIENCE CORPORATION,-73.97082484,40.75141673
GRACE AFRICAN CARIBBEAN & AMERICAN AND R,-73.909216595,40.668505836
WEAVERS SALES & DIST LLC,-75.245297409,42.533750237
B.A.M.M. NINTH AVENUE CORP,-73.993016767,40.758234319
54 NOLL LLC,-73.93327207,40.700722644
ACME MARKETS INC,-73.680405306,41.00032405
ZAV GROCERY CORP,-73.860727453,40.747693992
SUNLIFE TOTAL HEALTH INC,-73.858933139,40.890200176
MP LORRAINE CORP,-74.00730875,40.674416209
PLAIN FOOD COOP INC,-74.623029528,42.932004003
CVS ALBANY LLC,-72.924183435,40.947325675
RL VALLEE INC,-73.492491587,44.69690378
MEAT THINGS INC,-74.00587972,41.930257274
MNS DISCOUNT STORE INC,-73.914639267,40.668989052
143 AMSTERDAM DELI CORP,-73.948280371,40.824017758
UNITED REFINING CO OF PA INC,-77.561359498,43.187825597
WALGREEN EASTERN CO INC,-74.296825007,41.607130126
TWO STARS EXPRESS GROCERY INC,-73.917929343,40.834431513
AL SALAM HALAL MEAT & GROCERY INC,-74.021972974,40.631544199
CVS ALBANY LLC,-73.988019477,40.722245234
HAVA NAGILA R US CORP,-73.957302232,40.618196396
2401 FOOD CORP,-73.975612293,40.789705916
37 LIME TREE CORP,-73.885960669,40.749463956
856 E 180TH ST FOOD MARKET INC,-73.883658831,40.845454601
LAN LAN GINSENG INC,-73.993811036,40.713639954
MENTA INC,-73.978504402,40.752420336
SHAN HALAL MEAT & GROCERY INC,-73.845776652,40.78242994
GRD BAGELS INC,-74.096101268,40.582853053
WALGREEN EASTERN CO INC,-73.99143418,41.925887536
BONAVITA DELI CORP,-73.909745074,40.709141721
A CERIELLO CORP,-73.645816964,40.759079047
FAMILY DOLLAR STORES OF NEW YORK LLC,-73.90215635,40.665273648
AILEEN SUSHI INC,-73.930645098,40.765469536
J&P GUYANA&W INDIAN FISH&GRCY INC,-73.828886027,40.685727503
ARCHER PARTNERS LLC,-73.832713489,40.939266988
SFL RECREATION LLC,-74.006398895,40.657227524
GUZMAN CESAR,-73.804309114,40.688609663
HEALTHYHOLIC INC,-73.814823038,40.826886632
CLOVE GOURMET DELI CORP,-74.123205996,40.629367084
DOLGEN NEW YORK LLC,-77.338444794,42.344210638
CERIELLO MANHATTAN INC,-73.971906051,40.749626665
JOES KWIK MARTS LLC,-78.767208754,43.034392555
LA PLAZA DELI MINI MARKET CORP,-73.885013263,40.842540339
LA FLOR DE SANTA INES INC,-73.972243394,40.645935675
WALGREEN EASTERN CO INC,-76.141914034,43.009405473
DOLGEN NEW YORK LLC,-79.420735938,42.204041328
LOVES TRAVEL STOPS & COUNTRY STORES INC,-76.847978987,42.96439042
SUN VIN GROCERY STORE INC,-73.999210156,40.716303806
SHAKER & SPOON INC,-74.008041851,40.680631118
SULLIS SUPERMARKET INC,-73.581904114,43.097916862
KANHA01 CORPORATION,-72.372645853,41.099319147
KHAIMS KOSHER MEAT STORE INC,-73.863156947,40.729313526
CORONA FOOD CORP,-73.863243951,40.755877663
STEWARTS SHOPS CORP,-73.805847528,42.541335177
STEWARTS SHOPS CORP,-75.796101687,44.006654012
DASAE CORP,-73.840888075,40.718433229
ALSAIDI JABER,-73.93536654,42.807679927
KYOTO MART & DELI INC,-73.399201759,40.828900636
WRIGHT ORCHARDS LLC,-74.13737837,41.667542654
C T SEAFOOD MARTS CORP,-73.99424941,40.718163583
A&M FAMILY STORE CORP,-74.006075186,40.67772727
67 GOURMET LLC,-73.980552626,40.775313243
WALGREEN EASTERN CO INC,-73.176948388,40.80222175
210 RIVINGTON DELI INC,-73.982700824,40.718453303
BRIAN YOUNG INC,-73.956615922,40.717272126
SHENGTAI JIAYUAN GROCERY STORE INC,-73.972887292,40.604400495
YOUJIAXING GROCERY INC,-74.003435557,40.634289314
MINIMARKET EL OASIS LLC,-73.581605467,41.735309587
FAMILY DOLLAR STORES OF NEW YORK LLC,-73.957203158,40.681331028
ESQUINA 100&34 GROCERY INC,-73.868298826,40.75535744
MANITO FOOD CENTER CORP,-73.908178412,40.829278869
ALMATHRAHI KAREEM M,-73.906555089,40.705288686
BELLA DELI FOOD CORP,-73.923106247,40.687239264
LOS PAISANOS DE LA 4TA AVENIDA INC,-74.018016967,40.640967428
ROE BLVD INC,-73.027904151,40.774199497
LOTUS THIRD GAS CORP,-73.891296421,40.856959518
GREEN CORNER NY LLC,-73.940709752,40.701122461
ALDI INC,-76.214495951,42.575770478
DRAGONFLY MARKET CORP,-73.91453793,40.838834742
KING KULLEN GROCERY CO INC,-73.481131258,40.744157373
EISHEH AYMAN M,-73.979858269,40.656935666
TAMANNA INC,-73.998065271,42.298385181
SONBYRNE SALES INC,-76.212441715,43.072188275
DOLLAR TREE STORES INC,-77.644029203,43.08769819
300 8TH AVENUE FOOD CORP,-73.997310565,40.746617713
BUCK CHARLES & DANIELLE,-74.563520781,42.489353014
CVS ALBANY LLC,-73.392320384,40.668319674
EXPRESS STAR DELI CORP,-73.741907605,40.716989739
PARK EDGE COMPANY CORP,-78.818890312,42.852765472
EAST 93RD ST FOOD CORP,-73.927831125,40.663036225
SWEETIE PIES ON MAIN LLC,-73.456887022,40.871432759
POPE RUSSELL DAVID,-74.987414663,44.679927116
RIDGEWOOD EUROPEAN PORK STORE LLC,-73.921690795,40.745169949
BARBU GOURMET DELI INC,-73.948515986,40.692587421
SPEEDWAY LLC,-75.976697922,42.125005933
MUGALLI AMMAR MOHAMMED A,-75.373792015,42.934970018
BUY BEST GROCERY INC,-74.00128585,40.6436576
WINTHROP FOOD CORP,-73.926471497,40.659665317
FRANCLIN QUEZADA MERCADO,-73.908624413,40.701712421
GREEN CASTLE MARKET IN ITHACA INC,-76.48230681,42.478985313
DYBOWSKI AUTHENTIC POLISH MARKET LLC,-77.600101241,43.190220768
WALGREEN EASTERN CO INC,-73.868537375,40.823218166
ONE PLUS ONE TWO INC,-73.981679908,40.724643926
GHT PETROLEUM INC,-73.849767276,41.563123964
TALA FOOD MARKET INC,-73.959659056,40.774167772
JFE FRANCHISING INC,-73.930505623,42.870020374
OKODIEBA AFRICAN MARNKET INC.,-73.865798672,40.820732136
COSTCO WHOLESALE CORP,-73.286925371,40.807203948
CHURCH OIL CO INC,-73.430471441,44.782183571
SAN MIGUEL DELI GROCERY INC,-73.858078268,40.741875023
2665 MINI MARKET JR CORP,-73.873825098,40.675262655
AMSTERDAM GOURMET DELI CORP,-73.94781375,40.825498505
568 MINI MARKET CORP,-73.903287237,40.832097871
LA NUEVA PALMA MEAT MARKET CORP,-73.872786329,40.683607804
DOLGEN NEW YORK LLC,-74.018041861,42.425202579
MANUELA FOOD MARKET CORP,-73.618369919,40.714179371
CALVERTON MGMT 2 CORP,-72.742236905,40.903852284
ANUPAM INC,-73.588117703,40.75637823
LOS MUCHACHOS MINIMARKET CORP,-73.270659574,40.755885165
PRAJAY II INC,-73.919541004,41.087747217
SERIE 3 FOOD MARKET CORP,-73.828659282,40.910727026
A&S 1118 AGAM INC,-73.853265547,41.717760522
G&S OF MINOA INC,-76.00084761,43.070145269
HADCOCK PEGGY R,-74.851220807,43.053573995
SONBYRNE SALES INC,-76.399799379,43.325594707
CRUZ DAVID & ERIKA,-73.993112656,41.92597211
WESTERN BEEF RETAIL INC,-73.618713912,40.746207838
UNITED REFINING CO OF PA INC,-78.851703284,42.997618715
CHOCOLAT MODERNE LLC,-73.992770339,40.740552778
COLGATE DELI & GROCERY CORP,-73.882085632,40.828135787
FAMILY DOLLAR STORES OF NEW YORK LLC,-79.329792624,42.484824817
SWEET GROCERY & CANDY CORP,-73.89669487,40.821665293
SPEEDWAY LLC,-73.930129443,41.741613029
COLFAX DELI & GROCERY INC,-73.74357552,40.702757393
DOLGEN NEW YORK LLC,-76.589645379,42.921682905
HARDING DELI AND GROCERY INC,-73.811991966,40.816734345
EL AZTECA DELI GROCERY CORP,-73.896274266,40.920353905
KIM POM CHUN,-73.960190804,40.761769303
MNY DELI CORP,-73.82233909,40.86411519
CLAIR HOLLIS&RISLEY CRAIG,-75.569147996,42.801661134
POWERHOUSE FOOD CORP,-73.638517835,40.783361588
NB DELI & GROCERY INC,-73.831023077,40.69985495
HIGHLAND CONVENIENCE CORP,-73.892504337,40.680371593
NIKI 160 INC,-73.805934952,40.758797792
HICKORY FARMS LLC,-77.440017869,43.029039401
MIDTOWN NEWS STAND INC,-73.992104146,40.753750084
LA LUNA MINI DELI CORP,-73.937630325,40.847693407
GABI KOSHER MEAT MARKET CORP,-73.817960803,40.709146625
RAHMAN NATURAL FOOD INC,-73.860763746,40.692230771
COUSINS GROCERY AND GRILL INC,-73.939119537,40.764987828
KISSENA FISH LLC,-73.813997253,40.728127277
DOLLAR TREE STORES INC,-73.618227259,40.745427776
61 ST GREEN APPLE DELI CORP,-73.904269679,40.722045871
323 GUN HILL DELI & GROCERY CORP,-73.873641032,40.879061758
ULASI EUNICE,-73.760813323,40.692218072
HAMMEL LAURA J,-73.010670707,40.883454923
COLUMBIA CAFETERIA & MARKETPLACE INC,-73.958323483,40.810869611
LEROY PHARMACY II,-73.889476375,40.869406057
AFGHAN EATS INC,-73.846080999,40.784806628
BLUE WATER FISH MARKET INC,-73.76706639,40.755966553
IN HIM IS LIFE INC,-73.834658979,40.906783226
DEVPOOJA DELI GROCERY INC,-73.981695834,40.680003795
SONBYRNE SALES INC,-77.797245783,43.092686722
DOLGEN NEW YORK LLC,-77.605359125,43.157634024
DUMAS LTD,-73.848996644,40.732260896
STEFFENHAGEN AMANDA R,-75.132394766,44.747875349
ROCKS BEVERAGE AND GROCERY INC,-73.560412747,44.631576736
JAYDEES DELI INC,-74.185003589,41.606695569
BOSTON RD MEAT MARKET PRODUCE CORP,-73.889668991,40.836448539
GUZZELS STORE INC,-74.039300212,41.133176042
SHAHBAZ DELI INC,-73.882947313,40.749889796
FIOR FAMILY DELI GROCERY CORP,-73.908254269,40.695393305
MANDO FOOD CORP,-74.022017649,40.631434983
STEWARTS SHOPS CORP,-73.78655574,43.083184326
SUPER 77 MARKET INC,-74.000611526,40.61408591
ZUNIGA LUIS ENRIQUE&SUQUINAGUA CARMEN,-73.947803608,40.824688394
FRANTON FOOD CORP,-73.949302041,40.634148624
BONILLA CARLOS M,-73.944322352,40.704480713
A&K DELI AND GRILL CORP,-73.962642427,40.612435723
MARK DELI&GROCERY CORP,-74.031448045,40.615748922
"KPH HEALTHCARE SERVICES, INC.",-75.854505615,42.930476443
KING 3RD DELI CORP,-73.908792303,40.82430203
URTH MARKET LLC,-73.954524972,40.730791591
SOUNDVIEW 99CENT PLUS INC,-73.856160573,40.811109417
DEVEAUX PLAZA INC,-79.055258718,43.11278204
UNIVERSAL MEAT & FRUIT MARKET CORP,-73.895498655,40.929602043
IT' SUGAR LLC,-73.960350613,41.099386356
GREAT NORTHERN PANTRY LLC,-73.762005548,43.836129701
MAA JAYAMBE LTD,-72.588766353,40.947305831
ASTORIA CENTER INC,-73.906970999,40.767902676
JHOSTIN GROCERY DELI AND BUTCHER INC,-74.014448958,41.500014896
SHANDAR PHARMACY INC,-73.960270599,40.581364301
MARSHALL BROTHERS INC,-76.981932613,43.27088175
NICKELBY MINI MARKET CORP,-73.768318563,40.686201668
786 FLATBUSH FOOD CORP,-73.959640029,40.653640069
240 VALENTINE DISCOUNT INC,-73.88463264,40.874091792
ROCKLAND CAR CARE INC,-74.013753093,41.078083846
JORGU MEAT CORP,-73.584652959,40.653128187
AMERICAN COFFEE&NEWSSTAND INC,-73.323117896,40.700325735
ENDERS KIMBERLY,-76.304732252,43.407785848
SONBYRNE SALES INC,-76.204565408,43.130484621
ECKERD CORP,-78.964855372,43.025199241
ZOON 410 CORP,-73.920091192,40.69967235
B&O FOOD STORE CORP,-73.945505626,40.599915968
PRINCE BROADWAY DELI CORP,-73.919911317,40.688132565
F&J FOOD MARKET CORP,-73.071061481,40.859751655
ISA WAEL A,-78.690000111,43.169014134
A & J HUN FOOD DEPOT CORP,-73.997621617,40.629943675
ECKERD CORP,-78.75314895,42.881926323
CASALE GARY,-78.065789052,43.157026671
SLIM DELI CORP,-73.834212978,40.698737642
MAJO DELI & GROCERIES INC,-73.592787177,40.707437219
FAMILY DOLLAR STORES OF NEW YORK LLC,-73.904094581,40.690887613
SPEEDCO SERVICES INC,-73.891283513,40.755262976
VINNYS BAKERY & DELI LLC,-77.459887926,43.10153403
BOLLA OPERATING CORP,-73.810025069,40.6924386
PLEASANT BUFFALO LLC,-78.873223653,42.888183162
NATURES PANTRY OF THE HUDSON VALLEY INC,-74.038631755,41.464981894
WALGREEN EASTERN CO INC,-75.183716656,43.252993554
CHATEAU BUFFALO LLC,-78.821040027,42.872508879
PINE QUICK SHOP INC,-79.049196681,43.095081348
TARGET CORP,-72.680155166,40.933252606
UNITED DELI & GRILL CORP,-73.929140882,40.641992786
DYNASTY MEAT CORP,-73.918373321,40.742845354
DOLLAR TREE STORES INC,-73.973509899,40.610479806
BOLLA OPERATING CORP,-73.91394885,40.615920248
W & M GROCERY INC,-73.874132127,40.826882441
ALBION FOODS LLC,-78.203054451,43.239612935
A PLUS CONVENIENCE STORES INC,-78.839423712,42.991446197
VHP INTERNATIONAL OF NY INC,-73.813338854,40.765288319
165 YORK FINE FOOD CORP,-73.984360105,40.701534264
RAILROAD AVENUE DELI & GROCERY INC,-73.981619223,41.209204933
HUDSON GROUP (HG) RETAIL LLC,-73.99159528,40.750946254
MIRABITO HOLDINGS INC,-75.331898981,42.619347993
71 VIRIGINIA ROAD MART INC,-73.775562539,41.063805568
BULLIE CREEK FARM LLC,-74.250174982,42.307885397
VULCAN MINI MART INC,-78.908960819,42.959161914
DUANE READE ETAL PTRS,-73.986747188,40.75407832
COMPA MINI MARKET CORP,-73.571071007,40.76173347
MORALES OSBELIA,-73.943899569,40.793675897
AMERICAN SPECIALTY MFG CO INC,-77.601432287,43.168706812
FLAIR SHOP INC,-73.92936954,40.693510017
CONEY DELI & GRILL CORP,-73.963983699,40.617391691
DAVID & LORI SHULTS/HEIVIEW FARMS,-74.487862622,42.883425594
DANDY MINI MARTS INC,-76.855892499,42.501220072
ACOSTA DELI GROCERY CORP,-73.87309822,40.68351686
FITRITION HOLDING CORP,-73.810903073,40.675064423
S KAHAN GROCERY INC,-73.956333787,40.705286004
OF OFF 52ND GOURMET DELI CORP,-73.988410744,40.764534744
DISCOUNT BAZAAR INC,-73.910283611,40.831504474
B&G MARKET PLACE INC,-74.070342171,40.596942487
MUKTI 360 PETROLEUM INC,-73.640462101,40.656668702
DARK CHOCOLATE MAKERS INC,-78.671500664,42.901643702
GEORGES MARKET & NURSERY LLC,-73.834804703,42.74195012
ALDI INC,-76.478659928,43.461030463
GOSMAN ROBERT CO INC,-71.938618334,41.07479638
AR CONVENIENCE STORE INC,-74.030537435,40.616950216
FRESH DELI AND GROCERY 1 CORP,-73.900407801,40.711959927
STEWARTS SHOPS CORP,-73.772438173,42.892181804
S&N BEST DEALS INC,-73.910705724,40.677144602
GREENWOOD LAKE ROASTERS LLC,-74.294139824,41.222319175
CVS ALBANY LLC,-74.008613645,40.711650048
CVS ALBANY LLC,-74.128668482,40.612805449
LIANG JIANG DONGDAI INC,-73.996730202,40.711718654
MIRABITO HOLDINGS INC,-76.614501601,42.508128434
MOUNT IVY COUNTRY CORNER INC,-74.035651569,41.186202393
AMAR DESH FOOD INC,-73.980048203,40.642699129
EATWELL BAKERY&RESTAURANT INC,-73.852561132,40.839257986
TOPS PT LLC,-76.432793902,42.948513754
MILLERS MEAT MARKET LLC,-75.414327875,43.778137725
WALGREEN EASTERN CO INC,-77.697188322,43.254019876
CTAC HOLDINGS LLC,-74.004665517,40.742230541
WALGREEN EASTERN CO INC,-73.808925028,42.934992152
UNITED REFINING CO OF PA INC,-78.668828597,42.276751111
GREENE AVE CONVENIENCE CORP,-73.972591746,40.68605071
EXCEL FOOD MART LLC,-73.887035732,40.811685631
DOLGEN NEW YORK LLC,-74.605819972,41.731548794
111 CORONA CANDY STORE INC,-73.855631675,40.75145843
NEXT LEVELS MEALS INC,-72.943623025,40.815258124
A&R INTERNATIONAL MARKET LLC,-73.849968861,40.734010786
RED STORE GROCERY AND DELI CORP,-73.902973921,40.666404576
ROLLS ROLLS INC,-73.53312764,40.844193544
MAPLE DELI & GROCERY LLC,-73.892145927,40.932470323
S&P MINI MARKET CORP,-73.915856152,40.828998746
DELTA SONIC CAR WASH SYSTEMS INC,-78.696869606,42.871301977
FT HAMILTON MARKET CORP,-73.999558675,40.637311493
HAMPSHIRE SAVE MORE MARKET INC,-78.892513429,42.912936766
SPEEDWAY LLC,-73.613923487,43.316305924
KIM WON,-73.815517395,40.9522074
CVS ALBANY LLC,-73.196713921,40.854142402
MOHAWK HARVEST COOP MARKET INC,-74.344764424,43.05137295
SIMREEN PACKING ENTERPRISE INC,-73.887429598,40.826794431
FRESH CENTRAL LITTLE MARKET 8404 CORP,-74.025554142,40.622777525
ROYAL DELI GROCERY CORP I,-73.942859123,40.714565693
2193 DELI GROCERY MARKET INC,-73.9013164,40.855843425
MG SUSHI INC,-73.861840318,40.876099929
69-21 MINI MARKET INC,-73.882088146,40.701960777
SPEEDWAY LLC,-75.921541814,42.099179864
PARK JONG SEOK,-73.879512639,40.874226531
MANHATTAN DELI & GROCERY INC,-73.935821,42.805685001
STEWARTS SHOPS CORP,-74.395659591,41.717461623
GOMEZ EDWARD,-73.900928401,40.817023269
WALGREEN EASTERN CO INC,-76.159050081,43.122398599
MILI DELI & FOOD CORP,-73.87478843,40.879132376
SANTIAGO MIGUEL,-73.909874826,40.852100528
EMANUEL DELI GROCERY CORP,-73.981066688,40.614452535
GMRS CORPORATION,-73.975765637,40.786977499
BROOK AVE CONVENIENCE CORP,-73.915972828,40.813499601
RENHE MARKET INC,-74.001380314,40.610213303
DOLGEN NEW YORK LLC,-75.985408396,42.192716162
BAYSIDE BAGELS INC,-73.789783946,40.766692371
JMD MARKETPLACE INC,-74.13077804,40.63129358
TARGET CORPORATION,-76.247134831,43.186311742
ROMERO DIANA,-73.768815283,41.827017457
WALGREEN EASTERN CO INC,-74.004835251,40.622597607
LOS DOS AMIGOS PLAZA CORP,-73.399477629,40.680094353
SUSHILOVER INC,-74.282790308,41.358192675
R&K MARKET INC,-78.823661968,42.843044277
SUSHI NATION BK INC,-74.067321165,41.110685384
DISCOUNT VALLEY INC,-73.714393924,40.735767885
GREEN STAR DELI GROCERY CORP,-73.873989719,40.829844312
JES FISH & SEAFOOD CORP,-73.936251921,40.641594017
560 GROCERY & FOOD CORP,-73.920349858,40.652828114
KB KOSHER FOOD INC,-74.747144475,41.80398495
50 BROADWAY GROCERY & DELI INC,-73.964561631,41.198272878
AA & A DELI MART INC,-73.935834334,42.806731473
DOLGEN NEW YORK LLC,-76.13699376,43.232764192
FAMILY DOLLAR STORES OF NEW YORK LLC,-76.142821627,43.123980222
9 ONE 4 LLC,-73.949179162,40.781101031
SAN MIGUEL PANADERIA LLC,-74.411216236,41.449903101
TARGET CORP,-73.834397715,40.7576817
LWIN FAMILY CO LLC,-73.103732631,40.883618119
WALGREEN EASTERN CO INC,-77.330662449,42.337394558
6109 L & Y MARKET INC,-74.016871748,40.638619783
WEGMANS FOOD MARKETS INC,-76.510575366,42.435660596
CAPTAIN KIWI MARKET 1 CORP,-73.789670623,40.707037361
YDW PRODUCE CORP,-74.024863222,41.105265939
WEST FORDHAM GROCERY INC,-73.907867444,40.862684609
LAWSON CHERI,-73.63780596,43.302202701
MOUNT VERNON CARIBBEAN MEAT MARKET CORP,-73.836494392,40.909866086
JOES MEAT INC,-73.371692017,40.684857546
ALEX MINI MARKET CORP,-73.867482177,40.867769407
JFE FRANCHISING INC,-73.781564233,42.859896544
SARATOGA NATURAL FOODS INC,-73.780884544,43.083810663
WOLF ADALBERT,-73.947128027,40.627198685
DOLLAR TREE STORES INC,-73.88728325,42.214664469
SARAY MARKET CORP,-77.546515985,43.227330806
MOHAMED HUSSEIN,-75.214873531,43.097669051
LA FLOR DEL PODER GROCERY STORE INC,-73.963877584,40.616845694
STEWARTS SHOPS CORP,-74.077688825,44.927109817
GOMEZ ANDRADE CORP,-73.877156653,40.750388774
SPACE 86 CORP,-73.972681935,40.786114666
VILLA 323 DELI GROCERY CORP,-73.896867369,40.946938075
LA FUENTE FOOD CENTER INC,-73.905052884,40.853087707
"KPH HEALTHCARE SERVICES, INC.",-75.149010297,44.59999888
7-ELEVEN INC,-73.785136181,42.640127778
SHRI GANESH HK INC,-74.08955413,41.111915542
MCC1013FULTON INC,-73.961394529,40.682461034
DE LEON DELI GROCERY CORP,-73.957722082,40.642134524
DOLGEN NEW YORK LLC,-75.619219977,43.986325382
BREAD OUTLET STORE CORP THE,-73.613940502,40.649461188
REB SHAYALAS MEALS INC,-73.958926781,40.698602561
161 LI AVE FOOD STORE CORP,-73.058970424,40.813711796
HALALICIOUS INC,-73.858082627,41.319438192
STEWARTS SHOPS CORP,-73.693178656,41.785066785
SANO HEALTH FOOD CENTER INC,-73.939287762,40.843711542
MAXIMO POK INC,-73.900794878,41.692004023
NEW MAYBACKS FOOD SHOPPE LLC,-78.772156637,42.924494001
ALDI INC,-76.859738211,42.159075938
KARMA 1 DELI & GROCERY CORP,-73.802187906,40.697784871
DARI DEL INC,-75.196383556,43.091396537
DOLGEN NEW YORK LLC,-73.921238172,42.827798758
EL QUETZALITO DELI GROCERY CORP,-74.001333962,40.61154611
DOLGEN NEW YORK LLC,-78.683611675,42.901468981
FOS MINI MARKET INC,-73.888464008,40.835517017
KEV & J GROCERY INC,-73.916156894,40.688593821
USA GAS MINIMART INC,-75.795049507,42.306441195
GREEN LEAF DELI MART CORP,-73.867457199,40.868556719
Y&Z STORE INC,-73.727855931,40.690640849
DUANE READE ET AL PTRS,-73.987179107,40.691258889
SILER JOSEPH M & MARY E,-78.351256558,42.650360699
YOHANS MEXICAN MARKET INC,-73.873181117,40.74237186
STOP 1-45 FOOD MART CORP,-73.922942129,40.66747855
ANZ PETROLEUM INC,-73.40898411,40.689687198
C & C INTERNATIONAL DELI GROCERY CORP,-73.865702364,40.747735314
WALGREEN EASTERN CO INC,-73.935721598,40.600981014
WALMART STORES EAST LP,-77.928263563,43.19657752
STOP&SHOP SUPERMARKET CO LLC THE,-73.108556081,40.939340592
SPRING LAKE WINERY LLC,-78.627917365,43.18853588
717 DELI GROCERY CORP,-73.883826972,40.854109838
FAYETTEVILLE XPRESS MART INC,-76.00660933,43.029941303
CAMS 24 CORP,-78.877402786,42.925886429
EDWIN A REIK INC,-77.695288732,43.26414291
DOLGEN NEW YORK LLC,-76.868196138,43.087995538
JAZEERA CORP,-77.598690734,43.176447918
VAN DAM LN CORP,-73.934303463,40.739279818
PATEL SAROJ V,-73.858423047,41.076233825
SPEEDWAY LLC,-73.984538858,41.206817233
COCO GRILL INC,-73.766932615,42.663759088
JBS FISH MARKET CORP,-73.246908697,40.781326169
WHOLE FOODS MARKET GROUP INC,-73.988523397,40.675191703
A PLUS CONVENIENCE STORES INC,-78.751981435,42.830159395
CST NEW YORK LLC,-75.958108705,42.991775606
PRICE CHOPPER OPERATING CO INC,-73.643383446,42.742179294
418 SOUTH PARK LLC,-78.863834077,42.871953492
ISSOWAZENA AFRICAN MARKET LLC,-73.89511815,40.833939207
FOREST HILL MERCHANTS LLC,-76.261442488,42.103160723
SATMAR MEATS DIVISION OF BP INC,-73.989444903,40.637804391
HUANG TIANNEN,-73.762101,42.649287
CALLICOON PANTRY LLC THE,-75.058397565,41.766347481
PRRC INC,-75.221436394,43.099858823
CAMILA DELI MARKET LLC,-73.928044529,40.830899217
BENDECIDO DELI GROCERY CORP,-73.893594655,40.827353211
COFACI FOODS INC,-73.916413213,40.812057872
BEILER JAMES & CLARA,-77.826656121,42.210566095
NEW JERSEY GOURMET DELI CORP,-73.895955586,40.6773039
VILLAGE BARN LTD,-73.879265708,40.725773513
URENA MEAT MARKET & DELI CORP,-73.914617558,40.833793278
FARMSTEAD 1868 LLC,-75.79979358,42.950694558
ENGLEWOOD EXPRESS MART INC,-78.84343286,42.964369046
C&W FISH CORP,-73.68356168,40.826985245
DESHI BAZAR & HALAL MEAT INC,-73.80236577,40.694881589
UNITED REFINING CO OF PA INC,-78.696366334,42.935975768
2869 MEAT & PRODUCE CORP,-73.888456465,40.678843363
HERNANDEZ MEXICAN STORE INC,-77.063431198,43.236861868
FRUIT CREATIONS 2 INC,-74.010657153,40.611913195
SPEEDWAY LLC,-73.675204084,42.739432502
FEEL RITE NATURAL FOOD SHOPPES INC,-78.695606095,42.995601736
JSMD FOOD CORP,-73.860873549,40.832508291
WAL-MART STORES EAST LP,-75.028286776,44.664767554
C&W FISH CORP,-73.635087122,40.850143521
STILLWELL AVENUE SERVICE INC,-73.984613239,40.596092479
MABEG CORP,-73.645619319,40.655939225
WALGREEN EASTERN CO INC,-74.017823848,42.425663458
PABLO SOTO,-73.908395447,40.674504527
145 JAMAICA DELI INC,-73.809113621,40.702012284
STEWARTS SHOPS CORP,-73.92302511,42.825301747
LOS PAISANOS MEAT MKT INC,-73.99090327,40.686285948
MPM ENTERPRISES SEVENTH INC,-73.983598526,40.664704643
MELLICK DELI GROCERY CORP,-73.773200602,40.68564293
LEE UI DUK,-73.868176115,40.865267786
LUCKY 7 MINI MART,-76.573066309,42.940246054
ROC FOOD MART INC,-77.580324727,43.168954162
SAM DELI AND GROCERY II INC,-73.977958678,40.659113368
DUANE READE ET AL PTRS,-73.986791109,40.73351705
PEMM LLC,-77.949432814,42.546337257
RENNYS STORE INC,-73.581811913,41.75588016
HARBES FAMILY FRMSTD JAMESPRT LLC,-72.59688473,40.947537465
WALGREEN EASTERN CO INC,-74.423301934,41.432074961
DOLLAR TREE STORES INC,-79.32902392,42.484445871
ZBLD INC,-73.293435759,40.842913344
LOMANACO PAUL P,-75.75462275,43.080332383
UNITED REFINING CO OF PA INC,-75.939160155,42.107857858
JR FRUITS & VEGETABLES DELI GROCERY CORP,-73.88836242,40.664131278
FOWLER CHARLES & LYNETTE,-75.316029943,44.148446519
MUGAL TRADING INC,-73.515914312,44.088330504
MOSHER DIANE & KEITH,-78.390263002,42.069846849
PARAM FOODS INC,-73.858930205,40.744248485
TROUSER FOODS INC,-73.98301833,40.719884471
PERRECAS BAKERY INC,-73.938487458,42.817393296
DOWNTOWN EXPRESS SMOKE SHOP INC,-75.90764311,42.099914831
KYUNGS MARKET INC,-73.761539782,41.023174376
